peak_sample,peak_time_s
9546894,18646.27734375
9547214,18646.90234375
9547523,18647.505859375
9547854,18648.15234375
9548176,18648.78125
9548490,18649.39453125
9548811,18650.021484375
9549123,18650.630859375
9549437,18651.244140625
9549751,18651.857421875
9550050,18652.44140625
9550353,18653.033203125
9550648,18653.609375
9550942,18654.18359375
9551239,18654.763671875
9551527,18655.326171875
9551822,18655.90234375
9552119,18656.482421875
9552413,18657.056640625
9552744,18657.703125
9553056,18658.3125
9553376,18658.9375
9553694,18659.55859375
9554012,18660.1796875
9554357,18660.853515625
9554688,18661.5
9555017,18662.142578125
9555356,18662.8046875
9555678,18663.43359375
9556006,18664.07421875
9556346,18664.73828125
9556711,18665.451171875
9557040,18666.09375
9557395,18666.787109375
9557765,18667.509765625
9558097,18668.158203125
9558463,18668.873046875
9558799,18669.529296875
9559117,18670.150390625
9559447,18670.794921875
9559793,18671.470703125
9560127,18672.123046875
9560461,18672.775390625
9560774,18673.38671875
9561087,18673.998046875
9561397,18674.603515625
9561706,18675.20703125
9562015,18675.810546875
9562354,18676.47265625
9562714,18677.17578125
9563060,18677.8515625
9563409,18678.533203125
9563755,18679.208984375
9564082,18679.84765625
9564399,18680.466796875
9564717,18681.087890625
9565025,18681.689453125
9565341,18682.306640625
9565667,18682.943359375
9565996,18683.5859375
9566307,18684.193359375
9566610,18684.78515625
9566914,18685.37890625
9567216,18685.96875
9567520,18686.5625
9567833,18687.173828125
9568154,18687.80078125
9568463,18688.404296875
9568786,18689.03515625
9569099,18689.646484375
9569407,18690.248046875
9569708,18690.8359375
9570006,18691.41796875
9570299,18691.990234375
9570586,18692.55078125
9570882,18693.12890625
9571182,18693.71484375
9571477,18694.291015625
9571784,18694.890625
9572085,18695.478515625
9572383,18696.060546875
9572694,18696.66796875
9573007,18697.279296875
9573319,18697.888671875
9573632,18698.5
9573936,18699.09375
9574246,18699.69921875
9574558,18700.30859375
9574884,18700.9453125
9575214,18701.58984375
9575528,18702.203125
9575859,18702.849609375
9576173,18703.462890625
9576485,18704.072265625
9576804,18704.6953125
9577116,18705.3046875
9577431,18705.919921875
9577751,18706.544921875
9578071,18707.169921875
9578386,18707.78515625
9578701,18708.400390625
9579026,18709.03515625
9579336,18709.640625
9579648,18710.25
9579955,18710.849609375
9580251,18711.427734375
9580555,18712.021484375
9580854,18712.60546875
9581151,18713.185546875
9581452,18713.7734375
9581760,18714.375
9582069,18714.978515625
9582379,18715.583984375
9582692,18716.1953125
9583006,18716.80859375
9583311,18717.404296875
9583627,18718.021484375
9583972,18718.6953125
9584297,18719.330078125
9584615,18719.951171875
9584945,18720.595703125
9585272,18721.234375
9585594,18721.86328125
9585923,18722.505859375
9586243,18723.130859375
9586571,18723.771484375
9586900,18724.4140625
9587215,18725.029296875
9587532,18725.6484375
9587862,18726.29296875
9588181,18726.916015625
9588525,18727.587890625
9588862,18728.24609375
9589182,18728.87109375
9589502,18729.49609375
9589813,18730.103515625
9590118,18730.69921875
9590436,18731.3203125
9590750,18731.93359375
9591068,18732.5546875
9591401,18733.205078125
9591728,18733.84375
9592046,18734.46484375
9592366,18735.08984375
9592687,18735.716796875
9592998,18736.32421875
9593319,18736.951171875
9593638,18737.57421875
9593956,18738.1953125
9594278,18738.82421875
9594595,18739.443359375
9594912,18740.0625
9595226,18740.67578125
9595533,18741.275390625
9595849,18741.892578125
9596156,18742.4921875
9596467,18743.099609375
9596779,18743.708984375
9597082,18744.30078125
9597393,18744.908203125
9597713,18745.533203125
9598020,18746.1328125
9598324,18746.7265625
9598626,18747.31640625
9598936,18747.921875
9599280,18748.59375
9599607,18749.232421875
9599937,18749.876953125
9600267,18750.521484375
9600589,18751.150390625
9600916,18751.7890625
9601237,18752.416015625
9601554,18753.03515625
9601871,18753.654296875
9602202,18754.30078125
9602521,18754.923828125
9602838,18755.54296875
9603142,18756.13671875
9603449,18756.736328125
9603764,18757.3515625
9604080,18757.96875
9604393,18758.580078125
9604702,18759.18359375
